"sect","title","authors","views","issue","year","page_order"
"Theory and Methods","Kernels, Degrees of Freedom, and Power Properties of Quadratic Distance Goodness-of-Fit Tests","Bruce G. Lindsay#Marianthi  Markatou#Surajit  Ray",1160,505,2014,31
"Theory and Methods","Multivariate Functional Halfspace Depth","Gerda Claeskens#Mia Hubert#Leen Slaets#Kaveh Vakili",438,505,2014,32
"Theory and Methods","Principal Flows","Victor M. Panaretos#Tung Pham#Zhigang Yao",649,505,2014,33
"Theory and Methods","Bayes Variable Selection in Semiparametric Linear Models","Suprateek Kundu#David B. Dunson",629,505,2014,34
"Book Reviews","Book Reviews","",335,505,2014,35
"2013 ASA Presidential Address","The International Year of Statistics: A Celebration and A Call to Action","Marie Davidian",619,504,2013,1
"Applications and Case Studies","Statistical Learning With Time Series Dependence: An Application to Scoring Sleep in Mice","Blakeley B. McShane#Shane T. Jensen#Allan I. Pack#Abraham J. Wyner",953,504,2013,2
"Applications and Case Studies","Comment","Kerby Shedden",167,504,2013,3
"Applications and Case Studies","Comment","Donglin Zeng#Yuanjia Wang",139,504,2013,4
"Applications and Case Studies","Rejoinder","Blakeley   B. McShane#Shane T. Jensen#Allan I. Pack#Abraham J. Wyner",133,504,2013,5
"Applications and Case Studies","Optimal Allocation of Gold Standard Testing Under Constrained Availability: Application to Assessment of HIV Treatment Failure","Tao Liu#Joseph W. Hogan#Lisa Wang#Shangxuan Zhang#Rami Kantor",401,504,2013,6
"Applications and Case Studies","Semiparametric Bayesian Estimation for Marginal Parametric Potential Outcome Modeling: Application to Causal Inference","Takahiro Hoshino",690,504,2013,7
"Applications and Case Studies","Frailty Models for Familial Risk With Application to Breast Cancer","Malka Gorfine #Li Hsu #Giovanni Parmigiani",477,504,2013,8
"Applications and Case Studies","A Marginal Approach to Reduced-Rank Penalized Spline Smoothing With Application to Multilevel Functional Data","Huaihou Chen#Yuanjia Wang#Myunghee   Cho Paik#H.   Alex Choi",362,504,2013,9
"Applications and Case Studies","Bayesian Hierarchical Modeling of the HIV Evolutionary Response to Therapy","Shane T. Jensen#Jared Park#Alexander F. Braunstein#Jon Mcauliffe",352,504,2013,10
"Theory and Methods","Generalized Jackknife Estimators of Weighted Average Derivatives","Matias D. Cattaneo#Richard K. Crump#Michael Jansson",594,504,2013,11
"Theory and Methods","Comment","Donglin Zeng",148,504,2013,12
"Theory and Methods","Comment","Holger Dette",129,504,2013,13
"Theory and Methods","Comment","Enno Mammen",131,504,2013,14
"Theory and Methods","Comment","Xiaohong Chen",156,504,2013,15
"Theory and Methods","Rejoinder","Matias D. Cattaneo#Richard K. Crump#Michael Jansson",130,504,2013,16
"Theory and Methods","Classification Using Censored Functional Data","Aurore Delaigle#Peter Hall",599,504,2013,17
"Theory and Methods","Selecting the Number of Principal Components in Functional Data","Yehua Li#Naisyin Wang#Raymond J. Carroll",987,504,2013,18
"Theory and Methods","Sampling for Conditional Inference on Network Data","Jingfei Zhang#Yuguo Chen",1071,504,2013,19
"Theory and Methods","Ensemble Subsampling for Imbalanced Multivariate Two-Sample Tests","Lisha Chen#Winston   Wei Dou#Zhihua Qiao",333,504,2013,20
"Theory and Methods","Bayesian Modeling of Temporal Dependence in Large Sparse Contingency Tables","Tsuyoshi Kunihama#David B. Dunson",376,504,2013,21
"Theory and Methods","Bayesian Inference for Logistic Models Using Pólya–Gamma Latent Variables","Nicholas G. Polson#James G. Scott#Jesse Windle",1121,504,2013,22
"Theory and Methods","Two-Stage Importance Sampling With Mixture Proposals","Wentao Li#Zhiqiang Tan#Rong Chen",329,504,2013,23
"Theory and Methods","Epistatic Clustering: A Model-Based Approach for Identifying Links Between Clusters","Jian Zhang",492,504,2013,24
"Theory and Methods","Multiple Testing in a Two-Stage Adaptive Design With Combination Tests Controlling FDR","Sanat K. Sarkar#Jingjing Chen#Wenge Guo",322,504,2013,25
"Theory and Methods","Multivariate Density Estimation by Bayesian Sequential Partitioning","Luo Lu#Hui Jiang#Wing H. Wong",1298,504,2013,26
"Theory and Methods","On Optimal Designs for Nonlinear Models: A General and Efficient Algorithm","Min Yang#Stefanie Biedermann#Elina Tang",412,504,2013,27
"Theory and Methods","Local Linear Regression on Manifolds and Its Geometric Interpretation","Ming-yen Cheng#Hau-tieng Wu",650,504,2013,28
"Theory and Methods","Generalized Residuals for General Models for Contingency Tables With Application to Item Response Theory","Shelby J. Haberman#Sandip Sinharay",338,504,2013,29
"Theory and Methods","Locally Adaptive Bayes Nonparametric Regression via Nested Gaussian Processes","Bin Zhu#David B. Dunson",443,504,2013,30
"Theory and Methods","Case Definition and Design Sensitivity","Dylan S. Small#Jing Cheng#M.   Elizabeth Halloran#Paul R. Rosenbaum",273,504,2013,31
"Theory and Methods","Hidden Markov Models With Applications in Cell Adhesion Experiments","Ying Hung#Yijie Wang#Veronika Zarnitsyna#Cheng Zhu#C.   F. Jeff Wu",331,504,2013,32
"Theory and Methods","Discovering Findings That Replicate From a Primary Study of High Dimension to a Follow-Up Study","Marina Bogomolov#Ruth Heller",271,504,2013,33
"Theory and Methods","Adaptive Testing of Conditional Association Through Recursive Mixture Modeling","Li Ma",492,504,2013,34
"Theory and Methods","A Progressive Block Empirical Likelihood Method for Time Series","Young   Min Kim#Soumendra N. Lahiri#Daniel J. Nordman",357,504,2013,35
"Theory and Methods","Cure Rate Quantile Regression for Censored Data With a Survival Fraction","Yuanshan Wu#Guosheng Yin",566,504,2013,36
"Theory and Methods","Resampling Procedures for Making Inference Under Nested Case–Control Studies","Tianxi Cai#Yingye Zheng",513,504,2013,37
"General","Book Reviews","",279,504,2013,38
"General","Editorial Collaborators","",179,504,2013,39
"Miscellaneous","Editorial Board EOV","",154,504,2013,40
"Applications and Case Studies","Multinomial Inverse Regression for Text Analysis","Matt Taddy",4849,503,2013,1
"Applications and Case Studies","Comment","Justin Grimmer",632,503,2013,2
"Applications and Case Studies","Comment","David M. Blei",500,503,2013,3
"Applications and Case Studies","Rejoinder: Efficiency and Structure in MNIR","Matt Taddy",595,503,2013,4
"Applications and Case Studies","A Nonparametric Bayesian Model for Local Clustering With Application to Proteomics","Juhee Lee#Peter Müller#Yitan Zhu#Yuan Ji",707,503,2013,5
"Applications and Case Studies","Sensitivity Analysis of Per-Protocol Time-to-Event Treatment Efficacy in Randomized Clinical Trials","Peter B. Gilbert#Bryan E. Shepherd#Michael G. Hudgens",353,503,2013,6
"Applications and Case Studies","Integrated Modeling of European Migration","James Raymer#Arkadiusz Wiśniowski#Jonathan J. Forster#Peter   W. F. Smith#Jakub Bijak",689,503,2013,7
"Applications and Case Studies","A Nonparametric Spatial Model for Periodontal Data With Nonrandom Missingness","Brian J. Reich#Dipankar Bandyopadhyay#Howard D. Bondell",416,503,2013,8
"Applications and Case Studies","Estimation and Inference Concerning Ordered Means in Analysis of Covariance Models With Interactions","Jason L. Morrissette#Michael P. Mcdermott",390,503,2013,9
"Applications and Case Studies","Markov-Modulated Nonhomogeneous Poisson Processes for Modeling Detections in Surveys of Marine Mammal Abundance","Roland Langrock#David L. Borchers#Hans J. Skaug",398,503,2013,10
"Applications and Case Studies","Second-Order Exchangeability Analysis for Multimodel Ensembles","Jonathan Rougier#Michael Goldstein#Leanna House",354,503,2013,11
"Applications and Case Studies","Spatial Shrinkage Estimation of Diffusion Tensors on Diffusion-Weighted Imaging Data","Tao Yu#Pengfei Li",396,503,2013,12
"Applications and Case Studies","An Integrative Bayesian Modeling Approach to Imaging Genetics","Francesco C. Stingo#Michele Guindani#Marina Vannucci#Vince D. Calhoun",550,503,2013,13
"Applications and Case Studies","A Phase I Bayesian Adaptive Design to Simultaneously Optimize Dose and Schedule Assignments Both Between and Within Patients","Jin Zhang#Thomas M. Braun",329,503,2013,14
"Applications and Case Studies","A Latent Source Model to Detect Multiple Spatial Clusters With Application in a Mobile Sensor Network for Surveillance of Nuclear Materials","Jerry Q. Cheng#Minge Xie#Rong Chen#Fred Roberts",313,503,2013,15
"Theory and Methods","Maximum Lq-Likelihood Estimation via the Expectation-Maximization Algorithm: A Robust Estimation of Mixture Models","Yichen Qin#Carey E. Priebe",633,503,2013,16
"Theory and Methods","Nonparametric Mixture of Regression Models","Mian Huang#Runze Li#Shaoli Wang",798,503,2013,17
"Theory and Methods","Validation of Visual Statistical Inference, Applied to Linear Models","Mahbubul Majumder#Heike Hofmann#Dianne Cook",2737,503,2013,18
"Theory and Methods","Latent Supervised Learning","Susan Wei#Michael R. Kosorok",995,503,2013,19
"Theory and Methods","Nonparametric Estimation of Conditional Distributions and Rank-Tracking Probabilities With Time-Varying Transformation Models in Longitudinal Studies","Colin O. Wu#Xin Tian",293,503,2013,20
"Theory and Methods","Time-Varying Additive Models for Longitudinal Data","Xiaoke Zhang#Byeong U. Park#Jane-ling Wang",1011,503,2013,21
"Theory and Methods","Partial Factor Modeling: Predictor-Dependent Shrinkage for Linear Regression","P.   Richard Hahn#Carlos M. Carvalho#Sayan Mukherjee",703,503,2013,22
"Theory and Methods","Parameter Estimation of Partial Differential Equation Models","Xiaolei Xun#Jiguo Cao#Bani Mallick#Arnab Maity#Raymond J. Carroll",924,503,2013,23
"Theory and Methods","Wavelet-Variance-Based Estimation for Composite Stochastic Processes","Stéphane Guerrier#Jan Skaloud#Yannick Stebler#Maria-Pia Victoria-Feser",1007,503,2013,24
"Theory and Methods","Efficiency for Regularization Parameter Selection in Penalized Likelihood Estimation of Misspecified Models","Cheryl J. Flynn#Clifford M. Hurvich#Jeffrey S. Simonoff",695,503,2013,25
"Theory and Methods","Asymptotic Equivalence of Regularization Methods in Thresholded Parameter Space","Yingying Fan#Jinchi Lv",293,503,2013,26
"Theory and Methods","Estimation of Extreme Conditional Quantiles Through Power Transformation","Huixia   Judy Wang#Deyuan Li",518,503,2013,27
"Theory and Methods","Estimation of Censored Quantile Regression for Panel Data With Fixed Effects","Antonio F. Galvao#Carlos Lamarche#Luiz   Renato Lima",631,503,2013,28
"Theory and Methods","Semiparametric Efficient and Robust Estimation of an Unknown Symmetric Population Under Arbitrary Sample Selection Bias","Yanyuan Ma#Mijeong Kim#Marc G. Genton",283,503,2013,29
"Theory and Methods","From Depth to Local Depth: A Focus on Centrality","Davy Paindaveine#Germain Van bever",330,503,2013,30
"Theory and Methods","Using Secondary Outcomes to Sharpen Inference in Randomized Experiments With Noncompliance","Fabrizia Mealli#Barbara Pacini",326,503,2013,31
"Book Reviews","Book Reviews","",269,503,2013,32
"Correction","Correction","Ryan Martin#Chuanhai Liu",360,503,2013,33
"Fisher Lecture","In Praise of Simplicity not Mathematistry! Ten Simple Powerful Ideas for the Statistical Scientist","Roderick J. Little",10078,502,2013,1
"Applications and Case Studies","Partially Ordered Mixed Hidden Markov Model for the Disablement Process of Older Adults","Edward Ip#Qiang Zhang#Jack Rejeski#Tammy Harris#Stephen Kritchevsky",541,502,2013,2
"Applications and Case Studies","A Generalized Fellegi–Sunter Framework for Multiple Record Linkage With Application to Homicide Record Systems","Mauricio Sadinle#Stephen E. Fienberg",446,502,2013,3
"Applications and Case Studies","Tracking Multiple Targets Using Binary Decisions From Wireless Sensor Networks","Natallia Katenka#Elizaveta Levina#George Michailidis",350,502,2013,4
"Applications and Case Studies","Spline-Based Emulators for Radiative Shock Experiments With Measurement Error","Avishek Chakraborty#Bani K. Mallick#Ryan G. Mcclarren#Carolyn C. Kuranz#Derek Bingham#Michael J. Grosskopf#Erica M. Rutter#Hayes F. Stripling#R.   Paul Drake",724,502,2013,5
"Applications and Case Studies","A Bayesian Reliability Analysis of Neutron-Induced Errors in High Performance Computing Hardware","Curtis B. Storlie#Sarah E. Michalak#Heather M. Quinn#Andrew J. Dubois#Steven A. Wender#David H. Dubois",249,502,2013,6
"Applications and Case Studies","Treatment Evaluation With Selective Participation and Ineligibles","Monica   Costa Dias#Hidehiko Ichimura#Gerard J. van den Berg",411,502,2013,7
"Applications and Case Studies","Straight to the Source: Detecting Aggregate Objects in Astronomical Images With Proper Error Control","David A. Friedenberg#Christopher R. Genovese",215,502,2013,8
"Applications and Case Studies","Mediation and Spillover Effects in Group-Randomized Trials: A Case Study of the 4Rs Educational Intervention","Tyler J. Vanderweele#Guanglei Hong#Stephanie M. Jones#Joshua L. Brown",447,502,2013,9
"Applications and Case Studies","A Hierarchical Bayesian Approach for Aerosol Retrieval Using MISR Data","Yueqing Wang#Xin Jiang#Bin Yu#Ming Jiang",378,502,2013,10
"Applications and Case Studies","Bayesian Hierarchical Poisson Regression Models: An Application to a Driving Study With Kinematic Events","Sungduk Kim#Zhen Chen#Zhiwei Zhang#Bruce G. Simons-Morton#Paul S. Albert",574,502,2013,11
"Applications and Case Studies","Partially Identified Treatment Effects Under Imperfect Compliance: The Case of Domestic Violence","Zahra Siddique",469,502,2013,12
"Applications and Case Studies","A Study of Mexican Free-Tailed Bat Chirp Syllables: Bayesian Functional Mixed Models for Nonstationary Acoustic Time Series","Josue G. Martinez#Kirsten M. Bohn#Raymond J. Carroll#Jeffrey S. Morris",204,502,2013,13
"Theory and Methods","Effectively Selecting a Target Population for a Future Comparative Study","Lihui Zhao#Lu Tian#Tianxi Cai#Brian Claggett#L. J. Wei",733,502,2013,14
"Theory and Methods","Tensor Regression with Applications in Neuroimaging Data Analysis","Hua Zhou#Lexin Li#Hongtu Zhu",1308,502,2013,15
"Theory and Methods","Auxiliary Marker-Assisted Classification in the Absence of Class Identifiers","Yuanjia Wang#Huaihou Chen#Donglin Zeng#Christine Mauro#Naihua Duan#M.   Katherine Shear",310,502,2013,16
"Theory and Methods","Unified Analysis of Secondary Traits in Case–Control Association Studies","Arpita Ghosh#Fred A. Wright#Fei Zou",309,502,2013,17
"Theory and Methods","Clustering High-Dimensional Time Series Based on Parallelism","Ting Zhang",715,502,2013,18
"Theory and Methods","Bayesian Subset Modeling for High-Dimensional Generalized Linear Models","Faming Liang#Qifan Song#Kai Yu",1085,502,2013,19
"Theory and Methods","Empirical Bayes Confidence Intervals for Selected Parameters in High-Dimensional Data","J.   T. Gene Hwang#Zhigen Zhao",939,502,2013,20
"Theory and Methods","Oracally Efficient Two-Step Estimation of Generalized Additive Model","Rong Liu#Lijian Yang#Wolfgang K. Härdle",531,502,2013,21
"Theory and Methods","Robust Variable Selection With Exponential Squared Loss","Xueqin Wang#Yunlu Jiang#Mian Huang#Heping Zhang",1206,502,2013,22
"Theory and Methods","Efficient Robust Regression via Two-Stage Generalized Empirical Likelihood","Howard D. Bondell#Leonard A. Stefanski",1003,502,2013,23
"Theory and Methods","Bayesian Gaussian Copula Factor Models for Mixed Data","Jared S. Murray#David B. Dunson#Lawrence Carin#Joseph E. Lucas",875,502,2013,24
"Theory and Methods","Nonparametric Identification of Copula Structures","Bo Li#Marc G. Genton",613,502,2013,25
"Theory and Methods","Copula-Based Regression Estimation and Inference","Hohsuk Noh#Anouar   El Ghouch#Taoufik Bouezmarni",1024,502,2013,26
"Theory and Methods","Simulated Method of Moments Estimation for Copula-Based Multivariate Models","Dong   Hwan Oh#Andrew J. Patton",583,502,2013,27
"Theory and Methods","Linear Transformation Model With Parametric Covariate Transformations","Chunpeng Fan#Jason P. Fine",527,502,2013,28
"Theory and Methods","Simultaneous Grouping Pursuit and Feature Selection Over an Undirected Graph","Yunzhang Zhu#Xiaotong Shen#Wei Pan",572,502,2013,29
"Theory and Methods","Heteroscedasticity and Autocorrelation Robust Structural Change Detection","Zhou Zhou",625,502,2013,30
"Theory and Methods","The Poisson Compound Decision Problem Revisited","Lawrence D. Brown#Eitan Greenshtein#Ya’acov Ritov",851,502,2013,31
"General:Book Reviews","Book Reviews","",411,502,2013,32
"The 2012 ASA Presidential Address","Building the Big Tent for Statistics","Robert N. Rodriguez",2032,501,2013,1
"Applications and Case Studies","Modeling and Forecasting Daily Electricity Load Curves: A Hybrid Approach","Haeran Cho#Yannig Goude#Xavier Brossat#Qiwei Yao",2248,501,2013,2
"Applications and Case Studies","Circuit Theory and Model-Based Inference for Landscape Connectivity","Ephraim M. Hanks#Mevin B. Hooten",969,501,2013,3
"Applications and Case Studies","A Bayesian Procedure for File Linking to Analyze End-of-Life Medical Costs","Roee Gutman#Christopher C. Afendulis#Alan M. Zaslavsky",642,501,2013,4
"Applications and Case Studies","A Nested Dirichlet Process Analysis of Cluster Randomized Trial Data With Application in Geriatric Care Assessment","Man-Wai Ho#Wanzhu Tu#Pulak Ghosh#Ram C. Tiwari",552,501,2013,5
"Applications and Case Studies","A Bayesian Graphical Model for ChIP-Seq Data on Histone Modifications","Riten Mitra#Peter Müller#Shoudan Liang#Lu Yue#Yuan Ji",705,501,2013,6
"Applications and Case Studies","Imputation in High-Dimensional Economic Data as Applied to the Agricultural Resource Management Survey","Michael W. Robbins#Sujit K. Ghosh#Joshua D. Habiger",949,501,2013,7
"Applications and Case Studies","Reconstructing Past Populations With Uncertainty From Fragmentary Data","Mark C. Wheldon#Adrian E. Raftery#Samuel J. Clark#Patrick Gerland",1139,501,2013,8
"Applications and Case Studies","Sea Surface Temperature Modeling using Radial Basis Function Networks With a Dynamically Weighted Particle Filter","Duchwan Ryu#Faming Liang#Bani K. Mallick",451,501,2013,9
"Applications and Case Studies","Dynamic Bayesian Forecasting of Presidential Elections in the States","Drew A. Linzer",1552,501,2013,10
"Applications and Case Studies","Effect Modification and Design Sensitivity in Observational Studies","Jesse Y. Hsu#Dylan S. Small#Paul R. Rosenbaum",604,501,2013,11
"Applications and Case Studies","Estimating Latent Processes on a Network From Indirect Measurements","Edoardo M. Airoldi#Alexander W. Blocker",497,501,2013,12
"Theory and Methods","Selection Adjusted Confidence Intervals With More Power to Determine the Sign","Asaf Weinstein#William Fithian#Yoav Benjamini",632,501,2013,13
"Theory and Methods","Nonparametric Identification and Semiparametric Estimation of Classical Measurement Error Models Without Side Information","S. M. Schennach#Yingyao Hu",704,501,2013,14
"Theory and Methods","Classification via Bayesian Nonparametric Learning of Affine Subspaces","Garritt Page#Abhishek Bhattacharya#David Dunson",602,501,2013,15
"Theory and Methods","Extending the State-Space Model to Accommodate Missing Values in Responses and Covariates","Arlene Naranjo#A.   Alexandre Trindade#George Casella",477,501,2013,16
"Theory and Methods","A Unified Approach to Semiparametric Transformation Models Under General Biased Sampling Schemes","Jane   Paik Kim#Wenbin Lu#Tony Sit#Zhiliang Ying",519,501,2013,17
"Theory and Methods","On a Principal Varying Coefficient Model","Qian Jiang#Hansheng Wang#Yingcun Xia#Guohua Jiang",921,501,2013,18
"Theory and Methods","On Partial Sufficient Dimension Reduction With Applications to Partially Linear Multi-Index Models","Zhenghui Feng#Xuerong   Meggie Wen#Zhou Yu#Lixing Zhu",557,501,2013,19
"Theory and Methods","High-Dimensional Sparse Additive Hazards Regression","Wei Lin#Jinchi Lv",772,501,2013,20
"Theory and Methods","Two-Sample Covariance Matrix Testing and Support Recovery in High-Dimensional and Sparse Settings","Tony Cai#Weidong Liu#Yin Xia",981,501,2013,21
"Theory and Methods","Distribution-Free Prediction Sets","Jing Lei#James Robins#Larry Wasserman",1199,501,2013,22
"Theory and Methods","Learning Sparse Causal Gaussian Networks With Experimental Intervention: Regularization and Coordinate Descent","Fei Fu#Qing Zhou",559,501,2013,23
"Theory and Methods","Inferential Models: A Framework for Prior-Free Posterior Probabilistic Inference","Ryan Martin#Chuanhai Liu",630,501,2013,24
"Theory and Methods","Misspecification Testing in a Class of Conditional Distributional Models","Christoph Rothe#Dominik Wied",548,501,2013,25
"Theory and Methods","A Resampling-Based Stochastic Approximation Method for Analysis of Large Geostatistical Data","Faming Liang#Yichen Cheng#Qifan Song#Jincheol Park#Ping Yang",679,501,2013,26
"Review Article","On Sampling Strategies in Bayesian Variable Selection Problems With Large Model Spaces","G. García-donato#M. A. Martínez-beneito",983,501,2013,27
"General:Book Reviews","Book Reviews","",416,501,2013,28
"Applications and Case Studies","A Bayesian Model of NMR Spectra for the Deconvolution and Quantification of Metabolites in Complex Biological Mixtures","William Astle#Maria De Iorio#Sylvia Richardson#David Stephens#Timothy Ebbels",1303,500,2012,1
"Applications and Case Studies","A Nonparametric Regression Model With Tree-Structured Response","Yuan Wang#J. S. Marron#Burcu Aydin#Alim Ladha#Elizabeth Bullitt#Haonan Wang",712,500,2012,2
"Applications and Case Studies","Direct Simultaneous Inference in Additive Models and Its Application to Model Undernutrition","Manuel Wiesenfarth#Tatyana Krivobokova#Stephan Klasen#Stefan Sperlich",465,500,2012,3
"Applications and Case Studies","Functional Causal Mediation Analysis With an Application to Brain Connectivity","Martin A. Lindquist",751,500,2012,4
"Applications and Case Studies","Measurement Error Case Series Models With Application to Infection-Cardiovascular Risk in Older Patients on Dialysis","Sandra M. Mohammed#Damla Şentürk#Lorien S. Dalrymple#Danh V. Nguyen",317,500,2012,5
"Applications and Case Studies","Nonparametric Estimation for Censored Mixture Data With Application to the Cooperative Huntington’s Observational Research Trial","Yuanjia Wang#Tanya P. Garcia#Yanyuan Ma",300,500,2012,6
"Applications and Case Studies","A Stochastic Model for Calibrating the Survival Benefit of Screen-Detected Cancers","Hsiu-Hsi Chen#Amy   Ming-Fang Yen#Laszlo Tabár",280,500,2012,7
"Applications and Case Studies","Using Mixed Integer Programming for Matching in an Observational Study of Kidney Failure After Surgery","José R. Zubizarreta",337,500,2012,8
"Applications and Case Studies","Modeling Protein Expression and Protein Signaling Pathways","Donatello Telesca#Peter Müller#Steven M. Kornblau#Marc A. Suchard#Yuan Ji",339,500,2012,9
"Applications and Case Studies","Estimating Identification Disclosure Risk Using Mixed Membership Models","Daniel Manrique-Vallier#Jerome P. Reiter",356,500,2012,10
"Applications and Case Studies","Minkowski–Weyl Priors for Models With Parameter Constraints: An Analysis of the BioCycle Study","Michelle R. Danaher#Anindya Roy#Zhen Chen#Sunni L. Mumford#Enrique F. Schisterman",274,500,2012,11
"Applications and Case Studies","Tracking Epidemics With Google Flu Trends Data and a State-Space SEIR Model","Vanja Dukic#Hedibert F. Lopes#Nicholas G. Polson",938,500,2012,12
"Applications and Case Studies","Modeling Criminal Careers as Departures From a Unimodal Population Age–Crime Curve: The Case of Marijuana Use","Donatello Telesca#Elena A. Erosheva#Derek A. Kreager#Ross L. Matsueda",1109,500,2012,13
"Applications and Case Studies","Testing for Gene–Environment and Gene–Gene Interactions Under Monotonicity Constraints","Summer S. Han#Philip S. Rosenberg#Nilanjan Chatterjee",378,500,2012,14
"Theory and Methods","Estimation of High Conditional Quantiles for Heavy-Tailed Distributions","Huixia   Judy Wang#Deyuan Li#Xuming He",933,500,2012,15
"Theory and Methods","SURE Estimates for a Heteroscedastic Hierarchical Model","Xianchao Xie#S. C. Kou#Lawrence D. Brown",482,500,2012,16
"Theory and Methods","Positive-Definite ℓ1-Penalized Estimation of Large Covariance Matrices","Lingzhou Xue#Shiqian Ma#Hui Zou",939,500,2012,17
"Theory and Methods","Landmark Prediction of Long-Term Survival Incorporating Short-Term Event Time Information","Layla Parast#Su-Chun Cheng#Tianxi Cai",505,500,2012,18
"Theory and Methods","Interactions in the Analysis of Variance","P. L. Davies",637,500,2012,19
"Theory and Methods","Correct Ordering in the Zipf–Poisson Ensemble","Justin S. Dyer#Art B. Owen",517,500,2012,20
"Theory and Methods","Spike-and-Slab Priors for Function Selection in Structured Additive Regression Models","Fabian Scheipl#Ludwig Fahrmeir#Thomas Kneib",581,500,2012,21
"Theory and Methods","Sparse Reduced-Rank Regression for Simultaneous Dimension Reduction and Variable Selection","Lisha Chen#Jianhua Z. Huang",1127,500,2012,22
"Theory and Methods","Higher-Order Infinitesimal Robustness","Davide   La Vecchia#Elvezio Ronchetti#Fabio Trojani",524,500,2012,23
"Theory and Methods","A Multiresolution Method for Parameter Estimation of Diffusion Processes","S. C. Kou#Benjamin P. Olding#Martin Lysy#Jun S. Liu",451,500,2012,24
"Theory and Methods","AdaptSPEC: Adaptive Spectral Estimation for Nonstationary Time Series","Ori Rosen#Sally Wood#David S. Stoffer",348,500,2012,25
"Theory and Methods","Optimal Detection of Changepoints With a Linear Computational Cost","R. Killick#P. Fearnhead#I. A. Eckley",1445,500,2012,26
"Theory and Methods","Modeling Repeated Functional Observations","Kehui Chen#Hans-Georg Müller",527,500,2012,27
"Theory and Methods","Consistent High-Dimensional Bayesian Variable Selection via Penalized Credible Regions","Howard D. Bondell#Brian J. Reich",595,500,2012,28
"Theory and Methods","A Semiparametric Change-Point Regression Model for Longitudinal Observations","Haipeng Xing#Zhiliang Ying",662,500,2012,29
"Review Article","Instrumental Variable Estimators for Binary Outcomes","Paul S. Clarke#Frank Windmeijer",1903,500,2012,30
"General","Book Reviews","",283,500,2012,31
"General","Erratum","",209,500,2012,32
"General","Editorial Collaborators","",185,500,2012,33
"Miscellaneous","Editorial Board EOV","",677,500,2012,34
"Applications and Case Studies","Bayesian Spatio-Dynamic Modeling in Cell Motility Studies: Learning Nonlinear Taxic Fields Guiding the Immune Response","Ioanna Manolopoulou#Melanie P. Matheu#Michael D. Cahalan#Mike West#Thomas B. Kepler",817,499,2012,1
"Applications and Case Studies","Comment: Cell Motility Models and Inference for Dynamic Systems","Edward L. Ionides",263,499,2012,2
"Applications and Case Studies","Comment","Samuel Kou",187,499,2012,3
"Applications and Case Studies","Comment on the Mechanistic Modeling and Inference for Cell Motility by Manolopoulou et al.","Le Bao#John Fricks#Murali Haran",161,499,2012,4
"Applications and Case Studies","Rejoinder","Ioanna Manolopoulou#Melanie P. Matheu#Michael D. Cahalan#Mike West#Thomas B. Kepler",236,499,2012,5
"Applications and Case Studies","Multilevel Bayesian Models for Survival Times and Longitudinal Patient-Reported Outcomes With Many Zeros","Laura A. Hatfield#Mark E. Boye#Michelle D. Hackshaw#Bradley P. Carlin",636,499,2012,6
"Applications and Case Studies","Structural Nested Cumulative Failure Time Models to Estimate the Effects of Interventions","Sally Picciotto#Miguel A. Hernán#John H. Page#Jessica G. Young#James M. Robins",539,499,2012,7
"Applications and Case Studies","Contrasting Evidence Within and Between Institutions That Provide Treatment in an Observational Study of Alternate Forms of Anesthesia","José R. Zubizarreta#Mark Neuman#Jeffrey H. Silber#Paul R. Rosenbaum",316,499,2012,8
"Applications and Case Studies","A Multiscale Community Blockmodel for Network Exploration","Qirong Ho#Ankur P. Parikh#Eric P. Xing",691,499,2012,9
"Applications and Case Studies","Searching for Alternative Splicing With a Joint Model on Probe Measurability and Expression Intensities","Jianhua Hu#Xuming He",323,499,2012,10
"Applications and Case Studies","Composite Partial Likelihood Estimation Under Length-Biased Sampling, With Application to a Prevalent Cohort Study of Dementia","Chiung-yu Huang#Jing Qin",560,499,2012,11
"Applications and Case Studies","Identifying the Effects of SNAP (Food Stamps) on Child Health Outcomes When Participation Is Endogenous and Misreported","Brent Kreider#John V. Pepper#Craig Gundersen#Dean Jolliffe",1119,499,2012,12
"Applications and Case Studies","Modeling of Multivariate Monotone Disease Processes in the Presence of Misclassification","María   José García-Zattera#Alejandro Jara#Emmanuel Lesaffre#Guillermo Marshall",320,499,2012,13
"Applications and Case Studies","A Class of Discrete Transformation Survival Models With Application to Default Probability Prediction","A.   Adam Ding#Shaonan Tian#Yan Yu#Hui Guo",483,499,2012,14
"Applications and Case Studies","Spatial Statistical Data Fusion for Remote Sensing Applications","Hai Nguyen#Noel Cressie#Amy Braverman",796,499,2012,15
"Theory and Methods","Estimating False Discovery Proportion Under Arbitrary Covariance Dependence","Jianqing Fan#Xu Han#Weijie Gu",1246,499,2012,16
"Theory and Methods","Comment","Larry Wasserman",633,499,2012,17
"Theory and Methods","Comment: Robustness to Assumption of Normally Distributed Errors","Aurore Delaigle#Peter Hall",530,499,2012,18
"Theory and Methods","Comment: FDP vs FDR and the Effect of Conditioning","Armin Schwartzman",412,499,2012,19
"Theory and Methods","Comment","Jiashun Jin",384,499,2012,20
"Theory and Methods","Rejoinder","Jianqing Fan#Xu Han#Weijie Gu",509,499,2012,21
